@relation 'IA - Página1'

@attribute ID numeric
@attribute Longitude numeric
@attribute Latitude numeric

@data
3,-34.87901,-8.08733
3,-34.87873,-8.08659
3,-34.87862,-8.08626
3,-34.8785,-8.08593
3,-34.8784,-8.08568
3,-34.8783,-8.08544
3,-34.87822,-8.08526
3,-34.87815,-8.08508
3,-34.87794,-8.08464
3,-34.8778,-8.08421
3,-34.87764,-8.08379
3,-34.87758,-8.08358
3,-34.87752,-8.08336
3,-34.87743,-8.08311
3,-34.87734,-8.08286
3,-34.87722,-8.08239
3,-34.87712,-8.08204
3,-34.87709,-8.08196
3,-34.87707,-8.08189
3,-34.87703,-8.08176
3,-34.87696,-8.08158
3,-34.8769,-8.08146
3,-34.87687,-8.08137
3,-34.87683,-8.08125
3,-34.87679,-8.08112
3,-34.87676,-8.08098
3,-34.87673,-8.08083
3,-34.87672,-8.08078
3,-34.87672,-8.08072
3,-34.87672,-8.08066
3,-34.87673,-8.08059
3,-34.87674,-8.0805
3,-34.87674,-8.08049
4,-34.8738,-8.05005
4,-34.87369,-8.05011
4,-34.87356,-8.05018
4,-34.87341,-8.05031
4,-34.87258,-8.05094
4,-34.87247,-8.05103
4,-34.87228,-8.05119
4,-34.87227,-8.0512
4,-34.87223,-8.05126
4,-34.87218,-8.05131
4,-34.87213,-8.05136
4,-34.87209,-8.05141
4,-34.87205,-8.05146
4,-34.87202,-8.0515
4,-34.87198,-8.05157
4,-34.8719,-8.0517
4,-34.87184,-8.0518
4,-34.87181,-8.05187
4,-34.87179,-8.05196
4,-34.87172,-8.05254
4,-34.87171,-8.05266
4,-34.87171,-8.05275
4,-34.87173,-8.05285
4,-34.87184,-8.05357
4,-34.87205,-8.05507
4,-34.87224,-8.05639
4,-34.87241,-8.05764
4,-34.87241,-8.05765
4,-34.87253,-8.05843
4,-34.87262,-8.05923
4,-34.87264,-8.05938
4,-34.87267,-8.05961
4,-34.87277,-8.0603
4,-34.87281,-8.06047
4,-34.87285,-8.06059
4,-34.87311,-8.06104
4,-34.87382,-8.06224
4,-34.87384,-8.06239
4,-34.87413,-8.06231
4,-34.87448,-8.06221
4,-34.87652,-8.06156
4,-34.87659,-8.06061
4,-34.87659,-8.06054
4,-34.8766,-8.06052
4,-34.8766,-8.06049
4,-34.87661,-8.06046
4,-34.87664,-8.06046
4,-34.87668,-8.06044
4,-34.87715,-8.06038
4,-34.87792,-8.0603
4,-34.87827,-8.06027
4,-34.87844,-8.06027
4,-34.87881,-8.06021
4,-34.87999,-8.05951
4,-34.87979,-8.05921
4,-34.87959,-8.05891
4,-34.87929,-8.05848
4,-34.87921,-8.05841
4,-34.87828,-8.05699
4,-34.87791,-8.05636
4,-34.87788,-8.05632
4,-34.87757,-8.05586
4,-34.87669,-8.05449
4,-34.87604,-8.05346
4,-34.87582,-8.05311
4,-34.87544,-8.05252
4,-34.87478,-8.05151
4,-34.87421,-8.05063
4,-34.87382,-8.05003
4,-34.87378,-8.05005
5,-34.94053,-8.04714
5,-34.94053,-8.04715
5,-34.94049,-8.04718
5,-34.94047,-8.04719
5,-34.94045,-8.04721
5,-34.94042,-8.04723
5,-34.94039,-8.04723
5,-34.94036,-8.04724
5,-34.9403,-8.04722
5,-34.94013,-8.04716
5,-34.94012,-8.04715
5,-34.94011,-8.04714
5,-34.94007,-8.04713
5,-34.94004,-8.04712
5,-34.94001,-8.04711
5,-34.93986,-8.04709
5,-34.93971,-8.04709
5,-34.93935,-8.04712
5,-34.93884,-8.04716
5,-34.93844,-8.04717
5,-34.93794,-8.04716
5,-34.93617,-8.0471
5,-34.93607,-8.04709
5,-34.93599,-8.04708
5,-34.93475,-8.04704
5,-34.93415,-8.04703
5,-34.93348,-8.04701
5,-34.9329,-8.04699
5,-34.93254,-8.04697
5,-34.93253,-8.04697
5,-34.9325,-8.04697
5,-34.93242,-8.04694
5,-34.93234,-8.04691
5,-34.932,-8.04675
5,-34.93182,-8.04663
5,-34.9317,-8.04652
5,-34.93158,-8.04638
5,-34.93148,-8.04625
5,-34.93142,-8.04615
5,-34.93105,-8.04541
5,-34.9309,-8.04509
6,-34.91017,-8.03344
6,-34.91015,-8.03344
6,-34.91012,-8.03345
6,-34.91005,-8.03347
6,-34.90999,-8.0335
6,-34.90993,-8.03353
6,-34.9099,-8.03355
6,-34.90939,-8.03391
6,-34.90933,-8.03395
6,-34.90927,-8.03399
6,-34.9086,-8.03449
6,-34.90854,-8.03454
6,-34.90848,-8.03459
6,-34.90823,-8.03477
6,-34.90814,-8.03484
6,-34.90804,-8.03493
6,-34.90793,-8.035
6,-34.90732,-8.03544
6,-34.90683,-8.03582
6,-34.90676,-8.03594
6,-34.90671,-8.03602
6,-34.90664,-8.03618
6,-34.90645,-8.03653
6,-34.90613,-8.03705
6,-34.90583,-8.03751
6,-34.90574,-8.03766
6,-34.90541,-8.03809
6,-34.90516,-8.03841
6,-34.90509,-8.03849
6,-34.905,-8.0386
6,-34.90498,-8.03862
6,-34.9049,-8.03871
6,-34.90483,-8.0388
6,-34.90472,-8.03896
6,-34.90448,-8.03928
6,-34.90441,-8.03937
6,-34.90402,-8.0399
6,-34.90383,-8.04012
6,-34.90377,-8.04021
6,-34.90366,-8.04034
6,-34.90362,-8.04039
6,-34.90359,-8.04045
6,-34.90357,-8.04051
6,-34.90352,-8.04065
6,-34.9035,-8.04072
6,-34.90344,-8.04093
6,-34.90344,-8.04101
6,-34.90344,-8.04105
6,-34.90299,-8.04182
6,-34.90297,-8.04183
6,-34.9029,-8.04191
6,-34.90283,-8.04198
6,-34.90271,-8.04213
6,-34.90263,-8.04222
6,-34.90263,-8.04223
6,-34.90259,-8.04229
6,-34.90256,-8.04236
6,-34.90253,-8.04243
6,-34.90252,-8.04249
6,-34.90249,-8.04257
6,-34.90246,-8.04267
6,-34.90234,-8.0432
6,-34.90227,-8.04351
6,-34.90221,-8.04378
6,-34.90218,-8.04397
6,-34.90218,-8.04398
6,-34.90213,-8.04447
6,-34.90206,-8.04514
6,-34.90187,-8.04512
6,-34.90094,-8.04503
6,-34.90029,-8.04498
6,-34.89973,-8.04493
6,-34.8997,-8.04492
6,-34.89964,-8.04492
6,-34.8996,-8.04492
6,-34.89951,-8.04493
6,-34.89943,-8.04494
6,-34.8993,-8.04496
6,-34.89912,-8.045
6,-34.89901,-8.04503
6,-34.89896,-8.04504
6,-34.89889,-8.04505
6,-34.89871,-8.04509
6,-34.89833,-8.04516
6,-34.89802,-8.04523
6,-34.89771,-8.0453
6,-34.89738,-8.04537
6,-34.89705,-8.04544
6,-34.89658,-8.04555
6,-34.89611,-8.04565
6,-34.89552,-8.0458
6,-34.89533,-8.04586
6,-34.89432,-8.04622
6,-34.89345,-8.04653
6,-34.89341,-8.04655
6,-34.89291,-8.04672
6,-34.89256,-8.04685
6,-34.89231,-8.04694
6,-34.89228,-8.04696
6,-34.89225,-8.04698
6,-34.89222,-8.04699
6,-34.89219,-8.04702
6,-34.89216,-8.04707
6,-34.89214,-8.04712
6,-34.89241,-8.0475
6,-34.89255,-8.04769
6,-34.89272,-8.04793
6,-34.89297,-8.04824
6,-34.89321,-8.04855
6,-34.89308,-8.04861
6,-34.89305,-8.04863
6,-34.89301,-8.04865
6,-34.89295,-8.04868
6,-34.8929,-8.0487
6,-34.8928,-8.04875
6,-34.89262,-8.04882
6,-34.89229,-8.04897
6,-34.89212,-8.04906
6,-34.89193,-8.04914
6,-34.89175,-8.04923
6,-34.89156,-8.04931
6,-34.89148,-8.04935
6,-34.89136,-8.04939
6,-34.89119,-8.04945
6,-34.891,-8.04951
6,-34.89081,-8.04955
6,-34.89061,-8.04958
6,-34.89042,-8.04961
6,-34.89022,-8.04963
6,-34.89015,-8.04963
6,-34.89004,-8.04965
6,-34.89001,-8.04965
6,-34.89002,-8.04973
6,-34.89002,-8.04989
6,-34.89003,-8.04997
6,-34.89003,-8.05008
6,-34.89004,-8.05021
6,-34.88978,-8.05021
6,-34.88971,-8.05025
6,-34.88873,-8.05092
6,-34.88852,-8.05106
6,-34.88832,-8.05119
6,-34.88819,-8.05126
6,-34.88815,-8.05129
6,-34.88729,-8.05189
6,-34.88702,-8.05206
6,-34.88676,-8.05224
6,-34.88599,-8.05277
6,-34.88551,-8.05311
6,-34.88446,-8.0538
6,-34.88418,-8.05397
6,-34.8839,-8.05413
6,-34.88336,-8.05443
6,-34.88327,-8.05449
6,-34.8828,-8.05477
6,-34.88226,-8.05508
6,-34.88206,-8.05519
6,-34.88175,-8.05537
6,-34.88026,-8.05634
6,-34.8799,-8.05657
6,-34.87985,-8.0566
6,-34.88006,-8.057
6,-34.88034,-8.05746
6,-34.88046,-8.05765
6,-34.88081,-8.05821
6,-34.88117,-8.05876
6,-34.88086,-8.05896
6,-34.88056,-8.05916
6,-34.88039,-8.05927
6,-34.88036,-8.05928
6,-34.87999,-8.05951
6,-34.87881,-8.06021
6,-34.87844,-8.06027
6,-34.87827,-8.06027
6,-34.87792,-8.0603
6,-34.87715,-8.06038
6,-34.87668,-8.06044
6,-34.87664,-8.06046
6,-34.87661,-8.06046
6,-34.8766,-8.06049
6,-34.8766,-8.06052
6,-34.87659,-8.06054
6,-34.87659,-8.06061
6,-34.87652,-8.06156
6,-34.87448,-8.06221
6,-34.87413,-8.06231
6,-34.87384,-8.06239
6,-34.87379,-8.06239
6,-34.87374,-8.06241
6,-34.87316,-8.06256
6,-34.87284,-8.06265
6,-34.87252,-8.06274
6,-34.87222,-8.06283
6,-34.87192,-8.06292
6,-34.87173,-8.06299
6,-34.87161,-8.06303
6,-34.87156,-8.06307
6,-34.87154,-8.06311
6,-34.87153,-8.06313
6,-34.87153,-8.06314
6,-34.87153,-8.06315
6,-34.87153,-8.06316
6,-34.87153,-8.06317
6,-34.87154,-8.06318
6,-34.87154,-8.06319
6,-34.87155,-8.06321
6,-34.87157,-8.06323
6,-34.87163,-8.06327
6,-34.87158,-8.06328
6,-34.87156,-8.06329
6,-34.87154,-8.0633
6,-34.87151,-8.06331
6,-34.87149,-8.06333
6,-34.87147,-8.06335
6,-34.87144,-8.0634
6,-34.87144,-8.06339
6,-34.87144,-8.06337
6,-34.87144,-8.06332
6,-34.87145,-8.06321
6,-34.87146,-8.06317
6,-34.87145,-8.06312
6,-34.87145,-8.06306
6,-34.87144,-8.06306
6,-34.87144,-8.06304
6,-34.8714,-8.06296
6,-34.87137,-8.06292
6,-34.87141,-8.06293
6,-34.87142,-8.06294
6,-34.87145,-8.06295
6,-34.87148,-8.06297
6,-34.8715,-8.06299
6,-34.87155,-8.06301
6,-34.87161,-8.06303
6,-34.87145,-8.06308
6,-34.87145,-8.06312
6,-34.87146,-8.06317
6,-34.87145,-8.06321
6,-34.87144,-8.06332
6,-34.87144,-8.06337
6,-34.87144,-8.06339
6,-34.87144,-8.0634
6,-34.87145,-8.06343
6,-34.87145,-8.06344
6,-34.87145,-8.06347
6,-34.87147,-8.06351
6,-34.87151,-8.06361
6,-34.87173,-8.06402
6,-34.87178,-8.0641
6,-34.87199,-8.06452
6,-34.87207,-8.06467
6,-34.87221,-8.06493
6,-34.8723,-8.0651
6,-34.87239,-8.06527
6,-34.87246,-8.0654
6,-34.87251,-8.06549
6,-34.87258,-8.06561
6,-34.87266,-8.06571
6,-34.87273,-8.0658
6,-34.8728,-8.06588
6,-34.87281,-8.06588
6,-34.87284,-8.06593
6,-34.87288,-8.06598
6,-34.87294,-8.06605
6,-34.87343,-8.06662
6,-34.8737,-8.06696
6,-34.87408,-8.06744
6,-34.87448,-8.06796
6,-34.87459,-8.06812
6,-34.87465,-8.0682
6,-34.87472,-8.06834
6,-34.87489,-8.06871
6,-34.87518,-8.06936
6,-34.87521,-8.06944
6,-34.8753,-8.06961
6,-34.87536,-8.06973
6,-34.87543,-8.06988
6,-34.87557,-8.07018
6,-34.87569,-8.07043
6,-34.87572,-8.07049
6,-34.87579,-8.07063
6,-34.87584,-8.07073
6,-34.87589,-8.0708
6,-34.87593,-8.07086
6,-34.87598,-8.07092
6,-34.87604,-8.07097
6,-34.8761,-8.07102
6,-34.87621,-8.07108
6,-34.87632,-8.07114
6,-34.8765,-8.07121
6,-34.87711,-8.07146
6,-34.87837,-8.07197
6,-34.87887,-8.07214
6,-34.87892,-8.07214
6,-34.87901,-8.07213
6,-34.87906,-8.07211
6,-34.8791,-8.0721
6,-34.87919,-8.07205
6,-34.87933,-8.07196
6,-34.87949,-8.07186
6,-34.87957,-8.07181
6,-34.87964,-8.07178
6,-34.87972,-8.07177
6,-34.87978,-8.07176
6,-34.87983,-8.07176
6,-34.87993,-8.07179
6,-34.87997,-8.07181
6,-34.88,-8.07184
6,-34.88004,-8.07187
6,-34.88009,-8.07192
6,-34.88019,-8.07212
6,-34.88023,-8.0722
6,-34.88034,-8.0724
6,-34.88044,-8.07259
6,-34.88049,-8.07268
6,-34.88053,-8.07277
6,-34.88057,-8.07282
6,-34.8806,-8.07287
6,-34.88063,-8.07291
6,-34.88072,-8.07302
6,-34.88078,-8.07309
6,-34.88087,-8.07317
6,-34.88099,-8.07325
6,-34.88107,-8.07329
6,-34.88117,-8.07334
6,-34.88188,-8.07364
6,-34.8824,-8.07384
6,-34.88291,-8.07404
6,-34.88362,-8.07433
6,-34.88404,-8.0745
6,-34.88448,-8.07467
6,-34.88527,-8.07498
6,-34.88673,-8.07557
6,-34.88817,-8.07615
6,-34.88921,-8.07656
6,-34.88984,-8.07681
6,-34.89037,-8.07703
6,-34.89043,-8.07706
6,-34.89049,-8.07709
6,-34.89054,-8.07713
6,-34.89058,-8.07717
6,-34.89062,-8.07722
6,-34.89066,-8.07727
6,-34.89111,-8.07794
6,-34.89117,-8.07803
6,-34.89128,-8.0782
6,-34.89164,-8.07875
6,-34.89165,-8.07877
6,-34.89183,-8.07906
6,-34.89187,-8.07914
6,-34.89192,-8.07924
6,-34.89193,-8.07932
6,-34.89194,-8.0794
6,-34.89194,-8.07948
6,-34.89194,-8.07954
6,-34.89194,-8.0796
6,-34.89194,-8.07964
6,-34.89193,-8.07969
6,-34.89191,-8.07974
6,-34.89189,-8.07981
6,-34.89187,-8.07986
6,-34.89185,-8.0799
6,-34.89183,-8.07993
6,-34.89181,-8.07997
6,-34.89178,-8.08001
6,-34.89171,-8.0801
6,-34.89165,-8.08016
6,-34.89094,-8.08091
6,-34.8909,-8.08095
6,-34.88968,-8.08224
6,-34.88857,-8.08339
6,-34.88845,-8.08352
6,-34.88817,-8.0838
6,-34.88781,-8.08417
6,-34.88719,-8.08479
6,-34.88704,-8.08494
6,-34.88671,-8.08531
6,-34.88662,-8.08539
6,-34.88657,-8.08545
6,-34.88636,-8.08566
6,-34.88566,-8.08638
6,-34.88538,-8.08669
6,-34.88514,-8.08693
6,-34.88491,-8.08718
6,-34.88478,-8.08731
6,-34.88445,-8.08766
6,-34.88438,-8.08774
6,-34.88428,-8.08786
6,-34.88416,-8.08799
6,-34.88393,-8.08822
6,-34.8834,-8.08878
6,-34.88316,-8.08903
6,-34.88293,-8.08928
6,-34.88283,-8.08938
6,-34.88268,-8.08953
6,-34.88242,-8.08979
6,-34.88241,-8.0898
6,-34.88207,-8.09018
6,-34.88201,-8.09024
6,-34.88194,-8.09032
6,-34.88191,-8.09036
6,-34.88188,-8.0904
6,-34.88185,-8.09043
6,-34.8818,-8.0905
6,-34.88178,-8.09052
7,-34.87145,-8.06309
7,-34.87145,-8.06312
7,-34.87146,-8.06317
7,-34.87145,-8.06321
7,-34.87144,-8.06332
7,-34.87144,-8.06337
7,-34.87144,-8.06339
7,-34.87144,-8.0634
7,-34.87147,-8.06335
7,-34.87149,-8.06333
7,-34.87151,-8.06331
7,-34.87154,-8.0633
7,-34.87156,-8.06329
7,-34.87158,-8.06328
7,-34.87163,-8.06327
7,-34.8719,-8.06331
7,-34.87228,-8.06338
7,-34.87233,-8.06339
7,-34.87237,-8.0634
7,-34.8727,-8.06346
7,-34.87303,-8.06351
7,-34.87334,-8.06357
7,-34.87365,-8.06362
7,-34.87403,-8.06369
7,-34.87442,-8.06375
7,-34.875,-8.06386
7,-34.87637,-8.0641
7,-34.8766,-8.06415
7,-34.87682,-8.0642
7,-34.87714,-8.06425
7,-34.87745,-8.06429
7,-34.8777,-8.06434
7,-34.87794,-8.0644
7,-34.87836,-8.06444
7,-34.8784,-8.06444
7,-34.87843,-8.06444
7,-34.87851,-8.06444
7,-34.87861,-8.06444
7,-34.87864,-8.06445
7,-34.87868,-8.06446
7,-34.87873,-8.06447
7,-34.87878,-8.06446
7,-34.87882,-8.06446
7,-34.87938,-8.06428
7,-34.87986,-8.06416
7,-34.88035,-8.06404
7,-34.88063,-8.06396
7,-34.88092,-8.06387
7,-34.88171,-8.06366
7,-34.88251,-8.06344
7,-34.88259,-8.06341
7,-34.88383,-8.06307
7,-34.88387,-8.06305
7,-34.88518,-8.06267
7,-34.88523,-8.06265
7,-34.88528,-8.0626
7,-34.88534,-8.06254
7,-34.88536,-8.06252
7,-34.88586,-8.0621
7,-34.88589,-8.06207
7,-34.88594,-8.06203
7,-34.88701,-8.06134
7,-34.88704,-8.06133
7,-34.88705,-8.06132
7,-34.88707,-8.06131
7,-34.88708,-8.0613
7,-34.88737,-8.06111
7,-34.88741,-8.06108
7,-34.8882,-8.06062
7,-34.88837,-8.06051
7,-34.88896,-8.06017
7,-34.88998,-8.05958
7,-34.89007,-8.05956
7,-34.89009,-8.05956
7,-34.89015,-8.05954
7,-34.89104,-8.05937
7,-34.89131,-8.05931
7,-34.89207,-8.05917
7,-34.89256,-8.05908
7,-34.89299,-8.059
7,-34.89301,-8.059
7,-34.89303,-8.059
7,-34.89305,-8.059
7,-34.89309,-8.05901
7,-34.8931,-8.05902
7,-34.89397,-8.05939
7,-34.89401,-8.05941
7,-34.89404,-8.05944
7,-34.89406,-8.05945
7,-34.89408,-8.05947
